state,file_week_end,initial_claims,claim_week_end,continued_claims,covered_employment,unemployment_rate
Alabama,1/2/2016,"6,574",12/26/2015,"26,579","1,816,714",1.46
Alabama,1/9/2016,"8,151",1/2/2016,"31,509","1,823,207",1.73
Alabama,1/16/2016,"4,737",1/9/2016,"25,695","1,823,207",1.41
Alabama,1/23/2016,"3,226",1/16/2016,"23,845","1,823,207",1.31
Alabama,1/30/2016,"3,392",1/23/2016,"24,259","1,823,207",1.33
Alabama,2/6/2016,"2,909",1/30/2016,"23,336","1,823,207",1.28
Alabama,2/13/2016,"2,538",2/6/2016,"22,755","1,823,207",1.25
Alabama,2/20/2016,"2,715",2/13/2016,"22,486","1,823,207",1.23
Alabama,2/27/2016,"2,632",2/20/2016,"22,150","1,823,207",1.21
Alabama,3/5/2016,"3,364",2/27/2016,"22,177","1,823,207",1.22
Alabama,3/12/2016,"2,574",3/5/2016,"21,618","1,823,207",1.19
Alabama,3/19/2016,"2,430",3/12/2016,"20,960","1,823,207",1.15
Alabama,3/26/2016,"2,939",3/19/2016,"20,614","1,823,207",1.13
Alabama,4/2/2016,"3,269",3/26/2016,"21,256","1,823,207",1.17
Alabama,4/9/2016,"3,166",4/2/2016,"20,481","1,830,164",1.12
Alabama,4/16/2016,"2,626",4/9/2016,"20,161","1,830,164",1.1
Alabama,4/23/2016,"2,579",4/16/2016,"19,962","1,830,164",1.09
Alabama,4/30/2016,"2,505",4/23/2016,"19,576","1,830,164",1.07
Alabama,5/7/2016,"2,982",4/30/2016,"19,501","1,830,164",1.07
Alabama,5/14/2016,"3,162",5/7/2016,"19,679","1,830,164",1.08
Alabama,5/21/2016,"3,193",5/14/2016,"20,357","1,830,164",1.11
Alabama,5/28/2016,"3,483",5/21/2016,"20,831","1,830,164",1.14
Alabama,6/4/2016,"3,438",5/28/2016,"21,729","1,830,164",1.19
Alabama,6/11/2016,"3,131",6/4/2016,"22,635","1,830,164",1.24
Alabama,6/18/2016,"3,032",6/11/2016,"22,832","1,830,164",1.25
Alabama,6/25/2016,"2,806",6/18/2016,"22,617","1,830,164",1.24
Alabama,7/2/2016,"3,091",6/25/2016,"22,907","1,830,164",1.25
Alabama,7/9/2016,"3,551",7/2/2016,"23,289","1,837,107",1.27
Alabama,7/16/2016,"6,402",7/9/2016,"27,635","1,837,107",1.5
Alabama,7/23/2016,"3,889",7/16/2016,"24,874","1,837,107",1.35
Alabama,7/30/2016,"2,981",7/23/2016,"24,149","1,837,107",1.31
Alabama,8/6/2016,"2,983",7/30/2016,"23,590","1,837,107",1.28
Alabama,8/13/2016,"2,739",8/6/2016,"23,018","1,837,107",1.25
Alabama,8/20/2016,"2,654",8/13/2016,"22,244","1,837,107",1.21
Alabama,8/27/2016,"2,560",8/20/2016,"21,406","1,837,107",1.17
Alabama,9/3/2016,"2,549",8/27/2016,"21,024","1,837,107",1.14
Alabama,9/10/2016,"2,225",9/3/2016,"20,461","1,837,107",1.11
Alabama,9/17/2016,"2,403",9/10/2016,"20,362","1,837,107",1.11
Alabama,9/24/2016,"2,473",9/17/2016,"19,618","1,837,107",1.07
Alabama,10/1/2016,"2,488",9/24/2016,"19,501","1,837,107",1.06
Alabama,10/8/2016,"3,056",10/1/2016,"19,178","1,844,539",1.04
Alabama,10/15/2016,"2,882",10/8/2016,"19,890","1,844,539",1.08
Alabama,10/22/2016,"2,561",10/15/2016,"19,218","1,844,539",1.04
Alabama,10/29/2016,"2,754",10/22/2016,"19,309","1,844,539",1.05
Alabama,11/5/2016,"3,035",10/29/2016,"19,295","1,844,539",1.05
Alabama,11/12/2016,"2,591",11/5/2016,"19,585","1,844,539",1.06
Alabama,11/19/2016,"2,808",11/12/2016,"19,351","1,844,539",1.05
Alabama,11/26/2016,"2,324",11/19/2016,"19,266","1,844,539",1.04
Alabama,12/3/2016,"4,033",11/26/2016,"21,198","1,844,539",1.15
Alabama,12/10/2016,"3,146",12/3/2016,"19,827","1,844,539",1.07
Alabama,12/17/2016,"3,402",12/10/2016,"20,165","1,844,539",1.09
Alabama,12/24/2016,"3,677",12/17/2016,"20,396","1,844,539",1.11
Alabama,12/31/2016,"4,790",12/24/2016,"23,114","1,844,539",1.25
Alabama,1/7/2017,"7,520",12/31/2016,"27,927","1,851,438",1.51
Alabama,1/14/2017,"4,445",1/7/2017,"23,192","1,851,438",1.25
Alabama,1/21/2017,"2,960",1/14/2017,"21,477","1,851,438",1.16
Alabama,1/28/2017,"2,936",1/21/2017,"20,747","1,851,438",1.12
Alabama,2/4/2017,"2,718",1/28/2017,"20,278","1,851,438",1.1
Alabama,2/11/2017,"2,412",2/4/2017,"19,773","1,851,438",1.07
Alabama,2/18/2017,"2,563",2/11/2017,"19,855","1,851,438",1.07
Alabama,2/25/2017,"1,915",2/18/2017,"18,782","1,851,438",1.01
Alabama,3/4/2017,"2,146",2/25/2017,"18,262","1,851,438",0.99
Alabama,3/11/2017,"2,495",3/4/2017,"18,128","1,851,438",0.98
Alabama,3/18/2017,"2,336",3/11/2017,"17,501","1,851,438",0.95
Alabama,3/25/2017,"2,527",3/18/2017,"17,446","1,851,438",0.94
Alabama,4/1/2017,"2,602",3/25/2017,"16,724","1,851,438",0.9
Alabama,4/8/2017,"2,769",4/1/2017,"16,733","1,857,664",0.9
Alabama,4/15/2017,"2,564",4/8/2017,"16,794","1,857,664",0.9
Alabama,4/22/2017,"2,483",4/15/2017,"16,595","1,857,664",0.89
Alabama,4/29/2017,"2,268",4/22/2017,"16,485","1,857,664",0.89
Alabama,5/6/2017,"2,428",4/29/2017,"16,067","1,857,664",0.86
Alabama,5/13/2017,"2,892",5/6/2017,"16,138","1,857,664",0.87
Alabama,5/20/2017,"2,809",5/13/2017,"16,421","1,857,664",0.88
Alabama,5/27/2017,"3,127",5/20/2017,"16,937","1,857,664",0.91
Alabama,6/3/2017,"3,397",5/27/2017,"17,593","1,857,664",0.95
Alabama,6/10/2017,"3,140",6/3/2017,"18,415","1,857,664",0.99
Alabama,6/17/2017,"2,655",6/10/2017,"19,126","1,857,664",1.03
Alabama,6/24/2017,"2,751",6/17/2017,"19,197","1,857,664",1.03
Alabama,7/1/2017,"4,246",6/24/2017,"19,709","1,857,664",1.06
Alabama,7/8/2017,"3,704",7/1/2017,"20,616","1,862,144",1.11
Alabama,7/15/2017,"6,476",7/8/2017,"25,070","1,862,144",1.35
Alabama,7/22/2017,"3,736",7/15/2017,"22,280","1,862,144",1.2
Alabama,7/29/2017,"2,529",7/22/2017,"20,293","1,862,144",1.09
Alabama,8/5/2017,"2,558",7/29/2017,"19,502","1,862,144",1.05
Alabama,8/12/2017,"2,520",8/5/2017,"19,099","1,862,144",1.03
Alabama,8/19/2017,"2,478",8/12/2017,"18,502","1,862,144",0.99
Alabama,8/26/2017,"2,330",8/19/2017,"17,669","1,862,144",0.95
Alabama,9/2/2017,"2,254",8/26/2017,"16,941","1,862,144",0.91
Alabama,9/9/2017,"2,085",9/2/2017,"16,579","1,862,144",0.89
Alabama,9/16/2017,"2,206",9/9/2017,"16,664","1,862,144",0.89
Alabama,9/23/2017,"2,252",9/16/2017,"16,450","1,862,144",0.88
Alabama,9/30/2017,"2,111",9/23/2017,"15,926","1,862,144",0.86
Alabama,10/7/2017,"2,713",9/30/2017,"15,838","1,867,977",0.85
Alabama,10/14/2017,"2,338",10/7/2017,"16,392","1,867,977",0.88
Alabama,10/21/2017,"2,278",10/14/2017,"15,999","1,867,977",0.86
Alabama,10/28/2017,"2,311",10/21/2017,"15,710","1,867,977",0.84
Alabama,11/4/2017,"2,505",10/28/2017,"15,718","1,867,977",0.84
Alabama,11/11/2017,"2,209",11/4/2017,"15,797","1,867,977",0.85
Alabama,11/18/2017,"2,798",11/11/2017,"15,947","1,867,977",0.85
Alabama,11/25/2017,"2,327",11/18/2017,"15,944","1,867,977",0.85
Alabama,12/2/2017,"4,721",11/25/2017,"18,847","1,867,977",1.01
Alabama,12/9/2017,"3,218",12/2/2017,"17,147","1,867,977",0.92
Alabama,12/16/2017,"2,737",12/9/2017,"16,784","1,867,977",0.9
Alabama,12/23/2017,"4,095",12/16/2017,"16,770","1,867,977",0.9
Alabama,12/30/2017,"4,252",12/23/2017,"19,842","1,867,977",1.06
Alabama,1/6/2018,"7,534",12/30/2017,"25,295","1,872,646",1.35
Alabama,1/13/2018,"4,387",1/6/2018,"21,752","1,872,646",1.16
Alabama,1/20/2018,"2,701",1/13/2018,"19,083","1,872,646",1.02
Alabama,1/27/2018,"3,134",1/20/2018,"18,672","1,872,646",1
Alabama,2/3/2018,"2,455",1/27/2018,"17,600","1,872,646",0.94
Alabama,2/10/2018,"2,255",2/3/2018,"17,438","1,872,646",0.93
Alabama,2/17/2018,"2,314",2/10/2018,"17,076","1,872,646",0.91
Alabama,2/24/2018,"2,168",2/17/2018,"16,854","1,872,646",0.9
Alabama,3/3/2018,"2,013",2/24/2018,"16,144","1,872,646",0.86
Alabama,3/10/2018,"2,115",3/3/2018,"16,017","1,872,646",0.86
Alabama,3/17/2018,"2,341",3/10/2018,"15,417","1,872,646",0.82
Alabama,3/24/2018,"2,170",3/17/2018,"15,402","1,872,646",0.82
Alabama,3/31/2018,"2,356",3/24/2018,"14,997","1,872,646",0.8
Alabama,4/7/2018,"2,462",3/31/2018,"15,129","1,877,513",0.81
Alabama,4/14/2018,"1,995",4/7/2018,"14,450","1,877,513",0.77
Alabama,4/21/2018,"2,052",4/14/2018,"14,452","1,877,513",0.77
Alabama,4/28/2018,"2,036",4/21/2018,"14,216","1,877,513",0.76
Alabama,5/5/2018,"2,564",4/28/2018,"14,471","1,877,513",0.77
Alabama,5/12/2018,"3,646",5/5/2018,"14,316","1,877,513",0.76
Alabama,5/19/2018,"4,091",5/12/2018,"15,833","1,877,513",0.84
Alabama,5/26/2018,"3,254",5/19/2018,"16,880","1,877,513",0.9
Alabama,6/2/2018,"3,093",5/26/2018,"17,186","1,877,513",0.92
Alabama,6/9/2018,"2,891",6/2/2018,"17,364","1,877,513",0.92
Alabama,6/16/2018,"2,451",6/9/2018,"17,311","1,877,513",0.92
Alabama,6/23/2018,"2,802",6/16/2018,"17,694","1,877,513",0.94
Alabama,6/30/2018,"2,687",6/23/2018,"17,737","1,877,513",0.94
Alabama,7/7/2018,"3,308",6/30/2018,"17,688","1,883,670",0.94
Alabama,7/14/2018,"6,083",7/7/2018,"22,976","1,883,670",1.22
Alabama,7/21/2018,"2,722",7/14/2018,"18,784","1,883,670",1
Alabama,7/28/2018,"2,297",7/21/2018,"18,212","1,883,670",0.97
Alabama,8/4/2018,"2,360",7/28/2018,"17,962","1,883,670",0.95
Alabama,8/11/2018,"2,296",8/4/2018,"17,507","1,883,670",0.93
Alabama,8/18/2018,"2,151",8/11/2018,"16,566","1,883,670",0.88
Alabama,8/25/2018,"2,048",8/18/2018,"16,229","1,883,670",0.86
Alabama,9/1/2018,"1,987",8/25/2018,"15,668","1,883,670",0.83
Alabama,9/8/2018,"1,798",9/1/2018,"15,445","1,883,670",0.82
Alabama,9/15/2018,"2,007",9/8/2018,"15,207","1,883,670",0.81
Alabama,9/22/2018,"1,961",9/15/2018,"14,766","1,883,670",0.78
Alabama,9/29/2018,"2,064",9/22/2018,"14,476","1,883,670",0.77
Alabama,10/6/2018,"2,236",9/29/2018,"14,443","1,888,763",0.76
Alabama,10/13/2018,"2,270",10/6/2018,"14,470","1,888,763",0.77
Alabama,10/20/2018,"2,782",10/13/2018,"15,068","1,888,763",0.8
Alabama,10/27/2018,"1,872",10/20/2018,"13,935","1,888,763",0.74
Alabama,11/3/2018,"2,342",10/27/2018,"14,099","1,888,763",0.75
Alabama,11/10/2018,"2,278",11/3/2018,"14,056","1,888,763",0.74
Alabama,11/17/2018,"2,509",11/10/2018,"14,315","1,888,763",0.76
Alabama,11/24/2018,"2,550",11/17/2018,"14,633","1,888,763",0.77
Alabama,12/1/2018,"3,212",11/24/2018,"15,660","1,888,763",0.83
Alabama,12/8/2018,"2,651",12/1/2018,"14,854","1,888,763",0.79
Alabama,12/15/2018,"2,544",12/8/2018,"14,956","1,888,763",0.79
Alabama,12/22/2018,"3,177",12/15/2018,"15,533","1,888,763",0.82
Alabama,12/29/2018,"3,657",12/22/2018,"16,782","1,888,763",0.89
Alabama,1/5/2019,"6,660",12/29/2018,"22,085","1,894,608",1.17
Alabama,1/12/2019,"4,386",1/5/2019,"20,075","1,894,608",1.06
Alabama,1/19/2019,"3,217",1/12/2019,"17,574","1,894,608",0.93
Alabama,1/26/2019,"2,414",1/19/2019,"16,904","1,894,608",0.89
Alabama,2/2/2019,"2,505",1/26/2019,"16,343","1,894,608",0.86
Alabama,2/9/2019,"2,659",2/2/2019,"16,382","1,894,608",0.86
Alabama,2/16/2019,"1,960",2/9/2019,"15,578","1,894,608",0.82
Alabama,2/23/2019,"2,193",2/16/2019,"15,894","1,894,608",0.84
Alabama,3/2/2019,"2,306",2/23/2019,"15,715","1,894,608",0.83
Alabama,3/9/2019,"2,106",3/2/2019,"14,790","1,894,608",0.78
Alabama,3/16/2019,"2,149",3/9/2019,"14,372","1,894,608",0.76
Alabama,3/23/2019,"2,220",3/16/2019,"14,269","1,894,608",0.75
Alabama,3/30/2019,"2,250",3/23/2019,"14,131","1,894,608",0.75
Alabama,4/6/2019,"2,891",3/30/2019,"14,581","1,894,608",0.77
Alabama,4/13/2019,"2,381",4/6/2019,"13,967","1,901,111",0.73
Alabama,4/20/2019,"1,935",4/13/2019,"13,870","1,901,111",0.73
Alabama,4/27/2019,"1,920",4/20/2019,"13,627","1,901,111",0.72
Alabama,5/4/2019,"2,474",4/27/2019,"13,900","1,901,111",0.73
Alabama,5/11/2019,"2,404",5/4/2019,"14,009","1,901,111",0.74
Alabama,5/18/2019,"2,481",5/11/2019,"14,501","1,901,111",0.76
Alabama,5/25/2019,"2,729",5/18/2019,"14,681","1,901,111",0.77
Alabama,6/1/2019,"2,929",5/25/2019,"15,210","1,901,111",0.8
Alabama,6/8/2019,"2,790",6/1/2019,"16,100","1,901,111",0.85
Alabama,6/15/2019,"2,422",6/8/2019,"15,927","1,901,111",0.84
Alabama,6/22/2019,"2,380",6/15/2019,"17,698","1,901,111",0.93
Alabama,6/29/2019,"3,278",6/22/2019,"17,260","1,901,111",0.91
Alabama,7/6/2019,"2,363",6/29/2019,"17,885","1,901,111",0.94
Alabama,7/13/2019,"4,293",7/6/2019,"20,440","1,908,660",1.07
Alabama,7/20/2019,"2,785",7/13/2019,"18,778","1,908,660",0.98
Alabama,7/27/2019,"2,292",7/20/2019,"17,961","1,908,660",0.94
Alabama,8/3/2019,"2,425",7/27/2019,"17,865","1,908,660",0.94
Alabama,8/10/2019,"2,195",8/3/2019,"17,372","1,908,660",0.91
Alabama,8/17/2019,"2,123",8/10/2019,"16,635","1,908,660",0.87
Alabama,8/24/2019,"2,055",8/17/2019,"15,948","1,908,660",0.84
Alabama,8/31/2019,"2,135",8/24/2019,"15,707","1,908,660",0.82
Alabama,9/7/2019,"1,769",8/31/2019,"15,325","1,908,660",0.8
Alabama,9/14/2019,"2,081",9/7/2019,"15,310","1,908,660",0.8
Alabama,9/21/2019,"1,999",9/14/2019,"15,060","1,908,660",0.79
Alabama,9/28/2019,"1,879",9/21/2019,"14,687","1,908,660",0.77
Alabama,10/5/2019,"2,057",9/28/2019,"14,607","1,908,660",0.77
Alabama,10/12/2019,"2,161",10/5/2019,"14,430","1,914,918",0.75
Alabama,10/19/2019,"1,703",10/12/2019,"14,490","1,914,918",0.76
Alabama,10/26/2019,"1,984",10/19/2019,"14,197","1,914,918",0.74
Alabama,11/2/2019,"1,977",10/26/2019,"14,214","1,914,918",0.74
Alabama,11/9/2019,"2,208",11/2/2019,"14,125","1,914,918",0.74
Alabama,11/16/2019,"1,888",11/9/2019,"14,152","1,914,918",0.74
Alabama,11/23/2019,"2,290",11/16/2019,"14,304","1,914,918",0.75
Alabama,11/30/2019,"2,032",11/23/2019,"14,157","1,914,918",0.74
Alabama,12/7/2019,"3,227",11/30/2019,"15,961","1,914,918",0.83
Alabama,12/14/2019,"2,362",12/7/2019,"15,078","1,914,918",0.79
Alabama,12/21/2019,"3,163",12/14/2019,"15,146","1,914,918",0.79
Alabama,12/28/2019,"3,200",12/21/2019,"15,544","1,914,918",0.81
Alabama,1/4/2020,"4,578",12/28/2019,"18,523","1,923,741",0.96
Alabama,1/11/2020,"3,629",1/4/2020,"21,143","1,923,741",1.1
Alabama,1/18/2020,"2,483",1/11/2020,"17,402","1,923,741",0.9
Alabama,1/25/2020,"2,129",1/18/2020,"18,390","1,923,741",0.96
Alabama,2/1/2020,"2,170",1/25/2020,"17,284","1,923,741",0.9
Alabama,2/8/2020,"2,176",2/1/2020,"16,745","1,923,741",0.87
Alabama,2/15/2020,"1,981",2/8/2020,"16,571","1,923,741",0.86
Alabama,2/22/2020,"1,735",2/15/2020,"16,059","1,923,741",0.83
Alabama,2/29/2020,"1,575",2/22/2020,"14,721","1,923,741",0.77
Alabama,3/7/2020,"1,663",2/29/2020,"13,657","1,923,741",0.71
Alabama,3/14/2020,"1,819",3/7/2020,"13,070","1,923,741",0.68
Alabama,3/21/2020,"10,892",3/14/2020,"12,487","1,923,741",0.65
Alabama,3/28/2020,"80,984",3/21/2020,"18,083","1,923,741",0.94
Alabama,4/4/2020,"106,739",3/28/2020,"52,176","1,923,741",2.71
Alabama,4/11/2020,"77,515",4/4/2020,"95,325","1,929,897",4.94
Alabama,4/18/2020,"66,432",4/11/2020,"144,327","1,929,897",7.48
Alabama,4/25/2020,"74,966",4/18/2020,"173,855","1,929,897",9.01
Alabama,5/2/2020,"28,985",4/25/2020,"214,684","1,929,897",11.12
Alabama,5/9/2020,"26,666",5/2/2020,"216,856","1,929,897",11.24
Alabama,5/16/2020,"25,150",5/9/2020,"203,677","1,929,897",10.55
Alabama,5/23/2020,"27,919",5/16/2020,"190,205","1,929,897",9.86
Alabama,5/30/2020,"21,335",5/23/2020,"183,565","1,929,897",9.51
Alabama,6/6/2020,"19,949",5/30/2020,"180,245","1,929,897",9.34
Alabama,6/13/2020,"18,367",6/6/2020,"163,982","1,929,897",8.5
Alabama,6/20/2020,"18,671",6/13/2020,"150,002","1,929,897",7.77
Alabama,6/27/2020,"18,338",6/20/2020,"141,450","1,929,897",7.33
Alabama,7/4/2020,"19,056",6/27/2020,"138,272","1,929,897",7.16
Alabama,7/11/2020,"20,563",7/4/2020,"117,388","1,935,262",6.07
Alabama,7/18/2020,"23,676",7/11/2020,"105,644","1,935,262",5.46
Alabama,7/25/2020,"17,437",7/18/2020,"94,069","1,935,262",4.86
Alabama,8/1/2020,"11,690",7/25/2020,"84,070","1,935,262",4.34
Alabama,8/8/2020,"9,467",8/1/2020,"70,412","1,935,262",3.64
Alabama,8/15/2020,"11,047",8/8/2020,"58,275","1,935,262",3.01
Alabama,8/22/2020,"8,676",8/15/2020,"51,991","1,935,262",2.69
Alabama,8/29/2020,"8,511",8/22/2020,"48,797","1,935,262",2.52
Alabama,9/5/2020,"8,901",8/29/2020,"44,546","1,935,262",2.3
Alabama,9/12/2020,"8,848",9/5/2020,"40,198","1,935,262",2.08
Alaska,1/2/2016,"1,131",12/26/2015,"15,611","316,060",4.94
Alaska,1/9/2016,"2,168",1/2/2016,"14,710","316,614",4.65
Alaska,1/16/2016,"1,659",1/9/2016,"15,279","316,614",4.83
Alaska,1/23/2016,"1,476",1/16/2016,"15,288","316,614",4.83
Alaska,1/30/2016,"1,478",1/23/2016,"15,266","316,614",4.82
Alaska,2/6/2016,"1,306",1/30/2016,"15,023","316,614",4.74
Alaska,2/13/2016,"1,258",2/6/2016,"14,997","316,614",4.74
Alaska,2/20/2016,"1,100",2/13/2016,"14,926","316,644",4.71
Alaska,2/27/2016,"1,151",2/20/2016,"14,506","316,644",4.58
Alaska,3/5/2016,"1,287",2/27/2016,"14,298","316,644",4.52
Alaska,3/12/2016,"1,176",3/5/2016,"13,884","316,644",4.38
Alaska,3/19/2016,"1,248",3/12/2016,"13,860","316,644",4.38
Alaska,3/26/2016,"1,153",3/19/2016,"13,348","316,644",4.22
Alaska,4/2/2016,"1,121",3/26/2016,"13,394","316,644",4.23
Alaska,4/9/2016,"1,344",4/2/2016,"12,877","316,944",4.06
Alaska,4/16/2016,"1,293",4/9/2016,"12,662","316,944",4
Alaska,4/23/2016,"1,134",4/16/2016,"12,455","316,944",3.93
Alaska,4/30/2016,"1,098",4/23/2016,"11,831","316,944",3.73
Alaska,5/7/2016,"1,096",4/30/2016,"11,965","316,944",3.78
Alaska,5/14/2016,"1,095",5/7/2016,"11,185","316,944",3.53
Alaska,5/21/2016,"1,135",5/14/2016,"11,393","316,944",3.59
Alaska,5/28/2016,"1,194",5/21/2016,"10,321","316,944",3.26
Alaska,6/4/2016,"1,173",5/28/2016,"11,018","316,944",3.48
Alaska,6/11/2016,"1,072",6/4/2016,"10,269","316,944",3.24
Alaska,6/18/2016,944,6/11/2016,"10,330","316,944",3.26
Alaska,6/25/2016,884,6/18/2016,"9,505","316,944",3
Alaska,7/2/2016,925,6/25/2016,"9,246","316,944",2.92
Alaska,7/9/2016,889,7/2/2016,"8,326","316,730",2.63
Alaska,7/16/2016,979,7/9/2016,"8,902","316,730",2.81
Alaska,7/23/2016,902,7/16/2016,"8,137","316,730",2.57
Alaska,7/30/2016,841,7/23/2016,"8,437","316,730",2.66
Alaska,8/6/2016,997,7/30/2016,"8,190","316,730",2.59
Alaska,8/13/2016,"1,025",8/6/2016,"8,226","316,730",2.6
Alaska,8/20/2016,"1,111",8/13/2016,"8,277","316,730",2.61
Alaska,8/27/2016,"1,019",8/20/2016,"8,349","316,730",2.64
Alaska,9/3/2016,"1,107",8/27/2016,"8,270","316,730",2.61
Alaska,9/10/2016,998,9/3/2016,"8,034","316,730",2.54
Alaska,9/17/2016,"1,230",9/10/2016,"8,244","316,730",2.6
Alaska,9/24/2016,"1,253",9/17/2016,"8,127","316,730",2.57
Alaska,10/1/2016,"1,251",9/24/2016,"8,567","316,730",2.7
Alaska,10/8/2016,"1,648",10/1/2016,"8,526","315,731",2.7
Alaska,10/15/2016,"1,461",10/8/2016,"8,840","315,731",2.8
Alaska,10/22/2016,"1,443",10/15/2016,"9,767","315,731",3.09
Alaska,10/29/2016,"1,675",10/22/2016,"9,733","315,731",3.08
Alaska,11/5/2016,"1,854",10/29/2016,"10,606","315,731",3.36
Alaska,11/12/2016,"1,631",11/5/2016,"10,835","315,731",3.43
Alaska,11/19/2016,"1,790",11/12/2016,"12,378","315,731",3.92
Alaska,11/26/2016,"1,246",11/19/2016,"12,054","315,731",3.82
Alaska,12/3/2016,"1,665",11/26/2016,"14,217","315,731",4.5
Alaska,12/10/2016,"1,465",12/3/2016,"12,770","315,731",4.04
Alaska,12/17/2016,"1,403",12/10/2016,"15,087","315,731",4.78
Alaska,12/24/2016,"1,356",12/17/2016,"13,317","315,731",4.22
Alaska,12/31/2016,"1,265",12/24/2016,"15,293","315,731",4.84
Alaska,1/7/2017,"1,956",12/31/2016,"13,842","315,731",4.38
Alaska,1/14/2017,"1,566",1/7/2017,"15,444","314,183",4.92
Alaska,1/21/2017,"1,412",1/14/2017,"14,606","314,183",4.65
Alaska,1/28/2017,"1,433",1/21/2017,"15,027","314,183",4.78
Alaska,2/4/2017,"1,356",1/28/2017,"14,104","314,183",4.49
Alaska,2/11/2017,"1,340",2/4/2017,"14,251","314,183",4.54
Alaska,2/18/2017,"1,160",2/11/2017,"13,953","314,183",4.44
Alaska,2/25/2017,"1,015",2/18/2017,"13,838","314,183",4.4
Alaska,3/4/2017,"1,183",2/25/2017,"13,228","314,183",4.21
Alaska,3/11/2017,"1,219",3/4/2017,"12,923","314,183",4.11
Alaska,3/18/2017,"1,156",3/11/2017,"12,508","314,183",3.98
Alaska,3/25/2017,"1,058",3/18/2017,"12,325","314,183",3.92
Alaska,4/1/2017,"1,017",3/25/2017,"11,508","314,183",3.66
Alaska,4/8/2017,"1,401",4/1/2017,"11,309","312,154",3.62
Alaska,4/15/2017,"1,225",4/8/2017,"10,814","312,154",3.46
Alaska,4/22/2017,"1,144",4/15/2017,"10,957","312,154",3.51
Alaska,4/29/2017,997,4/22/2017,"10,537","312,154",3.38
Alaska,5/6/2017,"1,117",4/29/2017,"10,766","312,154",3.45
Alaska,5/13/2017,950,5/6/2017,"9,648","312,154",3.09
Alaska,5/20/2017,"1,094",5/13/2017,"9,755","312,154",3.13
Alaska,5/27/2017,"1,325",5/20/2017,"8,697","312,154",2.79
Alaska,6/3/2017,"1,137",5/27/2017,"9,015","312,154",2.89
Alaska,6/10/2017,"1,093",6/3/2017,"8,528","312,154",2.73
Alaska,6/17/2017,"1,129",6/10/2017,"8,470","312,154",2.71
Alaska,6/24/2017,"1,145",6/17/2017,"7,636","312,154",2.45
Alaska,7/1/2017,876,6/24/2017,"7,442","312,154",2.38
Alaska,7/8/2017,855,7/1/2017,"7,109","310,706",2.29
Alaska,7/15/2017,820,7/8/2017,"7,166","310,706",2.31
Alaska,7/22/2017,833,7/15/2017,"6,978","310,706",2.25
Alaska,7/29/2017,882,7/22/2017,"6,771","310,706",2.18
Alaska,8/5/2017,845,7/29/2017,"6,837","310,706",2.2
Alaska,8/12/2017,860,8/5/2017,"6,657","310,706",2.14
Alaska,8/19/2017,875,8/12/2017,"6,800","310,706",2.19
Alaska,8/26/2017,898,8/19/2017,"6,568","310,706",2.11
Alaska,9/2/2017,906,8/26/2017,"6,479","310,706",2.09
Alaska,9/9/2017,857,9/2/2017,"6,310","310,706",2.03
Alaska,9/16/2017,951,9/9/2017,"6,669","310,706",2.15
Alaska,9/23/2017,"1,048",9/16/2017,"6,462","310,706",2.08
Alaska,9/30/2017,"1,032",9/23/2017,"6,986","310,706",2.25
Alaska,10/7/2017,"1,422",9/30/2017,"6,796","310,706",2.19
Alaska,10/14/2017,"1,228",10/7/2017,"7,289","309,504",2.36
Alaska,10/21/2017,"1,241",10/14/2017,"7,962","309,504",2.57
Alaska,10/28/2017,"1,481",10/21/2017,"8,355","309,504",2.7
Alaska,11/4/2017,"1,646",10/28/2017,"8,861","309,504",2.86
Alaska,11/11/2017,"1,442",11/4/2017,"9,492","309,504",3.07
Alaska,11/18/2017,"1,695",11/11/2017,"10,405","309,504",3.36
Alaska,11/25/2017,"1,292",11/18/2017,"10,401","309,504",3.36
Alaska,12/2/2017,"1,603",11/25/2017,"12,014","309,504",3.88
Alaska,12/9/2017,"1,349",12/2/2017,"11,565","309,504",3.74
Alaska,12/16/2017,"1,231",12/9/2017,"12,648","309,504",4.09
Alaska,12/23/2017,"1,172",12/16/2017,"12,010","309,504",3.88
Alaska,12/30/2017,"1,197",12/23/2017,"12,632","309,504",4.08
Alaska,1/6/2018,"1,222",12/30/2017,"12,419","309,504",4.01
Alaska,1/13/2018,"1,699",1/6/2018,"13,262","308,328",4.3
Alaska,1/20/2018,"1,238",1/13/2018,"12,383","308,328",4.02
Alaska,1/27/2018,"1,329",1/20/2018,"13,178","308,328",4.27
Alaska,2/3/2018,"1,274",1/27/2018,"12,019","308,328",3.9
Alaska,2/10/2018,"1,192",2/3/2018,"12,997","308,328",4.22
Alaska,2/17/2018,"1,108",2/10/2018,"11,738","308,328",3.81
Alaska,2/24/2018,"1,029",2/17/2018,"12,165","308,328",3.95
Alaska,3/3/2018,"1,033",2/24/2018,"11,227","308,328",3.64
Alaska,3/10/2018,"1,035",3/3/2018,"11,568","308,328",3.75
Alaska,3/17/2018,"1,011",3/10/2018,"10,628","308,328",3.45
Alaska,3/24/2018,"1,024",3/17/2018,"11,035","308,328",3.58
Alaska,3/31/2018,"1,048",3/24/2018,"9,997","308,328",3.24
Alaska,4/7/2018,"1,225",3/31/2018,"10,242","308,328",3.32
Alaska,4/14/2018,"1,088",4/7/2018,"9,390","307,707",3.05
